battery_id,discharge_cycle,cycle_index,ambient_temp_C,capacity_Ahr,avg_voltage_V,min_voltage_V,max_voltage_V,avg_temp_C,max_temp_C,cycle_duration_s
B0005,40,121,24,1.773037755078937,3.5532756526091784,2.6127932408838532,4.1993957811187075,31.569551201845574,38.39873985476869,3321.188
B0005,41,125,24,1.7678721106662054,3.556266431640255,2.6637064901468075,4.1995786980260705,32.111426258867944,38.74929237918251,3321.844
B0005,42,129,24,1.7623150704093087,3.5563095420140822,2.6668454289754746,4.199546957512695,32.271676011112376,38.87275464755104,3311.828
B0005,43,133,24,1.7676172924938447,3.558950851054106,2.684431051981017,4.194091469340824,31.842291659678658,38.503541429116005,3327.391
B0005,44,135,24,1.762668359743147,3.5534418211598053,2.645224362345869,4.200715235801255,31.759815453754253,38.27009094548294,3312.078
B0005,45,139,24,1.7517304870664143,3.5510121537420285,2.6603527244917,4.1990980807180325,31.41911167391793,38.11684755251712,3293.172
B0005,46,143,24,1.7418496047960008,3.551317608213948,2.6926849789916263,4.199398534411534,31.331626572312267,38.04152715355532,3275.328
B0005,47,147,24,1.7360913511847138,3.549003180550162,2.670544734728978,4.199122915612965,31.35934131425137,38.17980302242767,3265.016
B0005,48,149,24,1.7936240148573608,3.5597648340955175,2.605158060541757,4.190409478081396,34.31088483888259,40.71218198711114,3328.937
B0005,49,153,24,1.7831890223273275,3.5623454342368555,2.672012007453096,4.199933846791869,33.43585640373788,39.885261233152924,3329.266
B0005,50,157,24,1.7673642076278957,3.558336657621618,2.674271233724938,4.199365021329158,32.66698125020078,39.18287352945846,3301.579
B0005,51,161,24,1.7570177850353066,3.554013138622869,2.6309416727017187,4.19902365945384,32.28423408691397,38.951564804030774,3283.563
B0005,52,165,24,1.7468706179837907,3.552376095886298,2.6629725743154204,4.199432142144215,32.00739178780946,38.607510759873634,3275.125
B0005,53,169,24,1.7417172507457144,3.549618661283733,2.612942119873717,4.199640922827531,32.06387071886056,38.920359903369054,3265.656
B0005,54,173,24,1.7364225056478186,3.54938103086703,2.6157198442661476,4.199305653118061,32.43754560319043,39.23273115358871,3266.093
B0005,55,177,24,1.7263217239235826,3.5472118680418956,2.6287695472774453,4.198949734540481,32.16809876635083,38.964927068400804,3257.594
B0005,56,181,24,1.7158065389330133,3.5467052098640246,2.6655106679421823,4.19834220599025,32.05752645824972,38.83927283461771,3248.593
B0005,57,185,24,1.710533351135192,3.544629653883431,2.650495153350403,4.198995776266302,31.975920928072714,38.82796377704433,3238.766
B0005,58,189,24,1.706014499648521,3.5436291614253204,2.643236235233877,4.19916986492694,32.21689335291319,39.14007944734004,3240.14
B0005,59,193,24,1.7003110272642588,3.5444946147995258,2.656450207001938,4.199246833083063,32.55632993697177,39.349611598028886,3230.109
B0005,60,197,24,1.6945798601797895,3.5409201846556857,2.626177688152069,4.1992551886401595,32.40048085325998,39.29444535878087,3229.7810000000027
B0005,61,201,24,1.6849029086609286,3.541195668799061,2.6582230344240045,4.199610827671791,32.29371860868794,39.10487658009542,3212.469
B0005,62,205,24,1.6744741591159717,3.540671044783382,2.695100237338448,4.1994453812630566,32.136071448067796,39.0462609369598,3213.219
B0005,63,209,24,1.6745692479879102,3.5376048790268775,2.639091813583503,4.198991968341307,32.38268549723498,39.398032192832,3203.578
B0005,64,213,24,1.663716375981405,3.538422485261741,2.6857210282450983,4.197785116892181,32.30899951427637,39.10678394120843,3195.125
B0005,65,215,24,1.659013868748246,3.53928626988912,2.69017866510873,4.201331130571617,32.56636929496716,39.44448954135193,3195.3129999999946
B0005,66,219,24,1.6538540573335014,3.533690170241391,2.639895313359579,4.199339974904826,32.46542951751835,39.509602016775695,3186.297
B0005,67,223,24,1.642653782130131,3.534367734544495,2.68991452927918,4.198916244859707,32.347056454418095,39.334865362245324,3176.438
B0005,68,227,24,1.6378578430223698,3.5312941932103548,2.65935818848874,4.198537488587242,32.371538940646154,39.43723270017243,3167.593
B0005,69,231,24,1.6327350407099108,3.5309134771684274,2.6657030585650423,4.198943932259475,32.45549347979197,39.51375235624076,3167.719
B0005,70,235,24,1.6277528915533617,3.5287226893409893,2.642986759012803,4.199579806494986,32.50017194695606,39.60170302810528,3159.077999999994
B0005,71,239,24,1.622125485521159,3.52625493581969,2.6311169118893036,4.198782234828033,32.50100298369444,39.687463597582074,3148.829
B0005,72,243,24,1.6113256603765849,3.528684324337005,2.696157404617167,4.19910517813207,32.4728927422438,39.53535075538898,3149.094
B0005,73,247,24,1.6065631397488385,3.525556939424901,2.6667596238241567,4.198510853141954,32.50480154634882,39.6502371632164,3140.547
B0005,74,251,24,1.6015142233917594,3.5226805646793737,2.6403185448373043,4.198732430468704,32.51218336210202,39.69929058154853,3131.625
B0005,75,255,24,1.590369231400328,3.524673458789008,2.69892986372897,4.198799630396931,32.45692821941515,39.56076309770468,3121.907
B0005,76,259,24,1.5857889968242211,3.5213155754526824,2.6682466504352993,4.198753541225669,32.447059186431154,39.63708096307912,3122.125
B0005,77,263,24,1.5849430707374117,3.51803386486462,2.6479207279724903,4.200309982421394,32.32889654966259,39.43977047692484,3121.672
B0005,78,265,24,1.5955263892495937,3.5236841955396794,2.6741633856529066,4.201124089732316,32.84488475360107,39.839022256254516,3120.86
B0005,79,269,24,1.5747301747801037,3.519146638240668,2.6892528956736257,4.198150316653697,32.31731555011648,39.41794949618613,3103.828
B0005,80,273,24,1.5649019950937946,3.516233648608237,2.688809122993162,4.198524048997099,32.06376130177751,39.262781682151214,3095.094
B0005,81,277,24,1.5597659473370362,3.514773138461639,2.6743555987897745,4.198840869468569,32.21997626855924,39.47237839941986,3095.781
B0005,82,281,24,1.5594815668184234,3.5132992979150073,2.6430294964336345,4.198119631667182,32.7120225448885,40.037541469513684,3094.328
B0005,83,285,24,1.55468935359061,3.514484830704665,2.6584858447131823,4.198320288264955,32.945022147355694,40.142730162011574,3086.531
B0005,84,289,24,1.5488741079890418,3.5109677353595243,2.629782173759164,4.1980467610750285,32.857549597381336,40.1165626728546,3085.625
B0005,85,293,24,1.538236598942558,3.5109358749578012,2.6622967647315545,4.199047008209673,32.629663328789654,39.87503330866132,3067.203
B0005,86,297,24,1.527914258251028,3.509393098217416,2.682380966742509,4.197669918520713,32.379859014262976,39.61961987024145,3058.157
B0005,87,301,24,1.5285252629756445,3.5066782411556563,2.6401894768922713,4.197600624105256,32.68215852457039,40.067324667444815,3058.812
B0005,88,305,24,1.522647325284378,3.5109885623008092,2.693769409137257,4.197985718630326,32.99387423636739,40.24716716520102,3058.578
B0005,89,309,24,1.5174859938489869,3.510305462695178,2.695787450704935,4.198164128530042,33.04539707211165,40.30253125568348,3049.328
B0005,90,312,24,1.605818899130659,3.5222215314850214,2.6920548172137724,4.222920057935785,32.856295641052824,40.09418103142496,3177.219
B0005,91,315,24,1.5638491446744425,3.5163492154331264,2.629071246219689,4.200423045909808,33.33950238056361,40.52238496316615,3082.937
B0005,92,319,24,1.5480915247767786,3.5134397623234963,2.631343871050918,4.198372063670128,33.35156485472646,40.56886357314186,3074.266
B0005,93,323,24,1.5323755631868592,3.515137522009075,2.6983970036642315,4.198353213898968,33.147486361012966,40.27804845768325,3066.0
B0005,94,327,24,1.5269528268489705,3.50830390643132,2.6338485871981514,4.197873789078739,33.007275861749356,40.2921849196155,3056.437
B0005,95,331,24,1.5169573017136326,3.509190808443004,2.671566207861818,4.197955644238241,32.91990812745461,40.184384347174266,3048.219
B0005,96,335,24,1.5118975960142693,3.5068097579555353,2.6540810507928123,4.197918434710392,32.99903328622305,40.320066232195046,3039.218
B0005,97,339,24,1.5065638960681105,3.50609090727422,2.656849703962618,4.197739340034368,33.03772281691292,40.336505612651585,3039.047
B0005,98,343,24,1.5015453526671363,3.5037157727265953,2.6363048614501152,4.19785490446139,33.07740307192613,40.43267631588412,3030.375
B0005,99,347,24,1.4908444050400238,3.5067479961367156,2.69951692300468,4.197306756122815,33.05467981523988,40.314538591575015,3021.0
B0005,100,351,24,1.485868384561201,3.5058813026542324,2.698216006032282,4.197528212001444,33.11570360624461,40.386661855917744,3021.75
B0005,101,355,24,1.480413677976106,3.504168333530808,2.6911707598773864,4.19743662221161,33.12942148982364,40.43384612547835,3012.265
B0005,102,359,24,1.4752095869031632,3.5030568931470634,2.690162319231471,4.197717228550219,33.130681310493344,40.44479269068758,3002.641
B0005,103,363,24,1.4859035988304024,3.4982324882487936,2.6355034454892072,4.192454851360723,33.20069210329718,40.58499656066617,3012.0
B0005,104,366,24,1.4960918298136696,3.5065859365661325,2.6594753656507684,4.202845001527377,33.78697527817091,40.99869158762305,3020.11
B0005,105,370,24,1.4808005946928984,3.501457140697961,2.644554999824577,4.197952808231904,33.673365085761986,40.997807625227495,3002.172000000006
B0005,106,374,24,1.4697543268466824,3.501658387162809,2.6719601666204564,4.198017952345714,33.535818118317145,40.84213757482493,2992.703
B0005,107,378,24,1.4539012274845928,3.4966186408455298,2.6598211033173382,4.192162800008929,33.32269982188509,40.69012464267011,2964.468
B0005,108,382,24,1.4541462067235693,3.4991645719433246,2.688360455508818,4.196993378341778,33.346230327490304,40.69938049882204,2983.375
B0005,109,386,24,1.455023751906683,3.496080777360074,2.6376728619288525,4.197603515102162,33.64948900485925,41.06026204078849,2975.297
B0005,110,390,24,1.449042163761236,3.4959014526387993,2.645120521151077,4.196406678544622,33.79269513542102,41.19696040482682,2974.9850000000006
B0005,111,394,24,1.4386709371480566,3.49758697990267,2.698012437629632,4.197098662004674,33.52446663707275,40.84446688602949,2966.25
B0005,112,398,24,1.433445432156979,3.4956989619989507,2.6928942772989077,4.196909312093871,33.39042251934235,40.764203830749366,2956.359
B0005,113,402,24,1.4333958900838095,3.492875380810072,2.6483923655058113,4.197105220217278,33.67370212742761,41.11212504270441,2956.344
B0005,114,406,24,1.42806487344776,3.49551076423368,2.6832134764261997,4.196244829545076,33.91080564765892,41.27256611507568,2956.406
B0005,115,410,24,1.4229203181741186,3.4942333590450834,2.684960445221862,4.1968026018066595,33.7850680599871,41.15574924454392,2947.266
B0005,116,414,24,1.417429032731308,3.491197414255986,2.669922120529456,4.196227405416926,33.61126807392732,41.03237216951879,2937.984
B0005,117,418,24,1.412409228794446,3.4889094081576237,2.664105530655056,4.196558172556389,33.45598581472246,40.937269906716935,2929.125
B0005,118,422,24,1.412578792940193,3.487376295811431,2.634098605983684,4.196870541112335,33.723267448788484,41.240704611971786,2928.454
B0005,119,426,24,1.4075983731469897,3.491994243745711,2.68378702970616,4.196795527524874,34.050076369857344,41.43649987692296,2929.375
B0005,120,430,24,1.4333920485221476,3.491585878898649,2.660031949282934,4.189287343772767,33.889346908026745,41.16703904201915,2946.031
B0005,121,432,24,1.4382550176792908,3.495576227046425,2.650011641082063,4.201144545237731,34.067648550088656,41.36216559728765,2955.438
B0005,122,436,24,1.4173547174485526,3.4938988589692483,2.6936969083341418,4.196925753814179,33.75168100943646,41.02198772703674,2937.625
B0005,123,440,24,1.406981663677643,3.49159162968384,2.697073130067154,4.196901090271507,33.46482299584788,40.78818812957494,2929.078
B0005,124,444,24,1.4012037783587625,3.4885729299834787,2.6806995515145213,4.196688955833435,33.40210697922146,40.81506138506309,2918.375
B0005,125,448,24,1.3967008232726328,3.4869021151089825,2.6695398084864568,4.196339302740304,33.410688917712235,40.858374219876424,2919.812
B0005,126,452,24,1.391284788852726,3.4855485210036417,2.671695307817951,4.196181412764837,33.38984948261314,40.839876773287166,2900.422
B0005,127,456,24,1.3862287677978349,3.4838912547260388,2.661289185949965,4.195770804194879,33.3700433438796,40.85376069244676,2901.375
B0005,128,460,24,1.3804366761974138,3.483198941484065,2.667817533540102,4.195456241846729,33.27215987470977,40.74795214258888,2901.187
B0005,129,464,24,1.3752364150256224,3.4836274447098883,2.684008069130594,4.19654355365607,33.222444215660225,40.68794001196382,2891.64
B0005,130,468,24,1.3705128024895008,3.480172442538601,2.6585256208771644,4.194357133255019,33.26207748383125,40.7810749453613,2882.906
B0005,131,472,24,1.3705085566270399,3.478452148610975,2.6372250579822927,4.195863681881766,33.312029905516525,40.88159339768709,2883.265
B0005,132,476,24,1.3647355108681518,3.4785782556105507,2.6514257735606432,4.1955845546644195,33.25287943255863,40.81191473576834,2882.969
B0005,133,480,24,1.375392016895762,3.4825195584604582,2.676384659108382,4.188483624251573,33.745054045019884,41.11793533148924,2891.656
B0005,134,482,24,1.3861115151535393,3.4886823636752826,2.6949138502817815,4.200346502821317,33.88841975386692,41.248795355864885,2901.25
B0005,135,484,24,1.3698500035838939,3.4858502383832755,2.6973343716306273,4.1981749992980655,33.7353756996425,41.16242984455477,2891.703
B0005,136,488,24,1.3647827949260758,3.478794177297151,2.642540259937964,4.195715092938243,33.59131052719714,41.16437554618679,2883.016
B0005,137,492,24,1.3543220466259964,3.4812826020756744,2.699226257883075,4.195755769877104,33.32366688599416,40.864216180205034,2873.453
B0005,138,496,24,1.3546417018378962,3.480352041587074,2.676480329780849,4.195911764444989,33.691961507697364,41.25434553511566,2874.031
B0005,139,500,24,1.3547039213192407,3.4781127815565127,2.642142168479886,4.195824004004723,33.887639684793655,41.45023191903855,2874.234
B0005,140,504,24,1.349314997503458,3.4765867130506125,2.644725254926797,4.196258226051591,33.67308060941856,41.27708509224051,2864.984
B0005,141,508,24,1.3441891937970554,3.4733769291841643,2.632270655366611,4.196612664794988,33.411988203265814,41.064605154983276,2855.093
B0005,142,512,24,1.3389913790695755,3.4726366397371127,2.6391006118876117,4.195850781215982,33.29926524979532,40.99284868101728,2855.625
B0005,143,516,24,1.3389145230206971,3.473439372740961,2.637841830893275,4.1960023929619235,33.59980731390034,41.29040553417739,2855.594
B0005,144,520,24,1.3340066759761655,3.4754777099091454,2.668286095904868,4.196207586734141,33.61961195858585,41.22740227746052,2847.437
B0005,145,524,24,1.3286444309174914,3.4722884821666766,2.6490198126838553,4.195534582569042,33.3945201718652,41.04619550953222,2847.36
B0005,146,528,24,1.3231708992276219,3.471373665098864,2.664058512378051,4.1957439573980455,33.16734508187535,40.85874389007758,2837.328
B0005,147,532,24,1.3181691588445197,3.4726160162875095,2.6883611693898826,4.19586805747139,33.10962161613893,40.79196924883506,2837.281
B0005,148,536,24,1.3184664436640334,3.4738146874457896,2.6869753836302124,4.195347750909715,33.46501751186519,41.14127834456325,2838.515
B0005,149,540,24,1.318293040102702,3.4701426486639693,2.6507536817766586,4.196065828878837,33.4426191014044,41.14429319149828,2828.328
B0005,150,544,24,1.323872422244268,3.467523652225441,2.6646322789106516,4.184534803011309,33.037928170775885,40.66184230912503,2838.265
B0005,151,547,24,1.3601216766554785,3.4767525840839255,2.6400211837268666,4.201240476440081,33.4949493613756,41.046694544970684,2864.547
B0005,152,551,24,1.3395306867947354,3.4758956827369127,2.674198661305034,4.195703567262997,33.491363029025784,41.0462053156659,2846.39
B0005,153,555,24,1.3290286565120697,3.475812179626641,2.696427051131168,4.195744519551191,33.329808599922345,40.868302643225604,2837.969
B0005,154,559,24,1.3236741274998955,3.4746554404904435,2.6928340297696836,4.196363050482315,33.27302769298771,40.85283588259973,2838.156
B0005,155,563,24,1.318633896753293,3.472301781313945,2.681747855329962,4.1957929878569455,33.229879126701434,40.85270645265791,2829.843
B0005,156,567,24,1.3134751321324272,3.4729305773503527,2.696791414385091,4.195797286482793,33.20860833999321,40.8263251809212,2829.625
B0005,157,571,24,1.3132020634442203,3.4696192030612285,2.664695973142795,4.196349384378125,33.236115055926255,40.90308836809665,2819.437
B0005,158,575,24,1.3077959946944353,3.470018470757559,2.679191623358613,4.195609431921248,33.18660088296571,40.84337405460518,2819.579
B0005,159,579,24,1.3030329186405918,3.470762691935287,2.699983457940659,4.195339917236225,33.174058099115534,40.81792110626284,2810.672
B0005,160,583,24,1.3033573559038205,3.468111467035994,2.666300786624286,4.1954020570061195,33.253984518546055,40.946993847659506,2811.485
B0005,161,587,24,1.3034100438655642,3.4648625780221494,2.6308501373847837,4.195685302232799,33.3198093248819,41.074938058306316,2802.422
B0005,162,591,24,1.2978870806495706,3.467864133752208,2.673348140468748,4.195561297751176,33.33765795318198,41.02476444658572,2801.625
B0005,163,595,24,1.2980735056918902,3.464021404592563,2.632763831012711,4.196066962029683,33.29076744042025,41.06214198725253,2802.031
B0005,164,599,24,1.293463613844243,3.4664623858156745,2.6687371180046218,4.196640912532072,33.27568841807217,40.98366325567302,2793.39
B0005,165,603,24,1.288003392619118,3.46850906693551,2.696396337945361,4.1956235749123225,33.32067807371405,40.98234242711097,2793.39
B0005,166,607,24,1.2874525221379407,3.466806213058136,2.6794834862925194,4.195862008850563,33.37314972896719,41.06375085817118,2792.485
B0005,167,611,24,1.3090153642307354,3.471070722008039,2.6787137407179737,4.18482689434833,33.71351889594897,41.047029587744966,2802.016
B0005,168,613,24,1.3250793286429356,3.475472204020004,2.655378369801326,4.201968615940368,33.86531768239223,41.051007697556734,2820.39
B0006,1,1,24,2.035337591005598,3.556946061827572,2.4757677568281857,4.179823027658306,32.142777859921516,39.16298653238707,3690.234
B0006,2,3,24,2.0251402460314116,3.56147580138708,2.35152551190002,4.177288238505559,32.29307515705474,39.2462026826329,3672.344
B0006,3,5,24,2.013326371345464,3.5667524696413215,2.4404797151065436,4.1781213228922995,32.24414709253608,38.999202460252846,3651.641
B0006,4,7,24,2.0132846655407413,3.5687953371516272,2.4791558539003917,4.1785623580417175,32.14711742429942,38.843627771866515,3631.563
B0006,5,9,24,2.000528337624771,3.563970503289941,2.280187848173442,4.17824995156942,32.06687277315468,38.97798888258284,3629.172
B0006,6,11,24,2.0138990759931645,3.5735512387791406,2.4392842568466446,4.193216523251186,32.03447836207717,38.83989920742278,3652.281
B0006,7,13,24,2.013101105626967,3.5711391343785897,2.2812068449406446,4.193732603145628,32.11157496697372,39.04610837498471,3650.828
B0006,8,15,24,1.9687898262728398,3.5681507462163036,2.366410527029613,4.176826628115461,32.112576242471775,38.87507521022778,3572.453
B0006,9,17,24,1.9681661764334244,3.5692834155812436,2.436020049578708,4.176369138969733,32.03566207329278,38.7260539826455,3550.594
B0006,10,19,24,1.9572307917560536,3.563388513484579,2.1864377487643725,4.176897989902666,31.99527968872302,38.98629728904917,3551.25
B0006,11,21,24,1.9455991514129352,3.566658719765511,2.3406023605912454,4.177579509962451,31.874127571841353,38.65978861919643,3530.25
B0006,12,24,24,1.9347505044841131,3.5687035970122842,2.4263021374140443,4.177996110793395,32.120959708576166,38.84979195732924,3491.016
B0006,13,26,24,1.9232799539368028,3.569207084156356,2.4753697700007034,4.176316409477926,32.11021168908644,38.75128344015104,3470.281
B0006,14,28,24,1.911889930948487,3.5659271296109383,2.342364523655007,4.1779924550101715,31.989061278918154,38.76853764058789,3470.0
B0006,15,30,24,1.9010667141979305,3.5612417270649486,2.188400081882664,4.177439981618572,31.878814448635442,38.84686112344348,3450.297
B0006,16,32,24,1.8891989948061458,3.557881987836072,2.1206980945954057,4.17561570814845,31.767450711024402,38.865889781652804,3429.407
B0006,17,34,24,1.878278372248849,3.56282437243777,2.369981457799298,4.177602520456299,31.78991634963658,38.647578733807656,3409.484
B0006,18,36,24,1.8675697161520206,3.5591953280168633,2.247991649924625,4.176354539745044,31.82883467218067,38.79218188173866,3390.422
B0006,19,38,24,1.8675892574453767,3.5580906165580983,2.4115317107898875,4.177450270459645,31.890449470827843,38.77022223929529,3390.281
B0006,20,41,24,1.979626548250818,3.565899462157853,2.2033558468593775,4.174584178175673,31.51177053595285,37.54320599748628,3591.734
B0006,21,45,24,1.9575499080884022,3.570814209348872,2.35887751155593,4.175224020262452,31.874488497680712,37.90362577530197,3552.297
B0006,22,49,24,1.9458150170787551,3.5666817833633124,2.218672914041916,4.177217300859919,31.53911453638972,37.6701605139887,3531.578
B0006,23,53,24,1.9242461121680094,3.5668392745025836,2.339723057947995,4.176681511062203,31.220866832188786,37.34166959188387,3492.907
B0006,24,57,24,1.9459811331421641,3.571051969392875,2.3997508208942735,4.190384318239257,31.119005145018026,37.28979017254232,3511.594
B0006,25,61,24,1.901407930553079,3.5666308474029793,2.491410879472442,4.176973413125379,31.033244078156734,37.16794481484507,3431.9370000000054
B0006,26,65,24,1.878674213680085,3.5527392240854914,2.1387303309558976,4.1734521552365464,31.001249222460967,37.51577848501052,3431.125
B0006,27,69,24,1.8683061328264219,3.5560959755046615,2.346064498302046,4.1764585468168685,30.921434744041356,37.24165964092258,3412.406
B0006,28,73,24,1.8560244070082998,3.5504500858303394,2.327337743316428,4.17626102066065,30.929360248207214,37.27233216178077,3410.688
B0006,29,77,24,1.8451997961855777,3.546007083640312,2.4863117233366316,4.172855540858831,31.00810965793079,37.207134503019795,3410.718
B0006,30,81,24,1.857228890885317,3.554257954720065,2.2921663510920895,4.1881878017349035,30.96779499306422,37.49607769896255,3392.719
B0006,31,85,24,1.9247760889090635,3.555857469677978,2.4343006861812118,4.189991619197343,31.10097217303459,37.250073961181094,3470.672
B0006,32,89,24,1.8822317526092551,3.5537306734803207,2.472619908000758,4.186982490201218,31.307368922041046,37.39699052067588,3414.109
B0006,33,93,24,1.855276687885587,3.5452650003621513,2.403422072720937,4.1864831065416155,31.131339987164562,37.2852066420257,3395.219
B0006,34,97,24,1.8392508917181876,3.538408778928339,2.4006679782182205,4.187721936001791,30.828713779105055,37.080390421974414,3386.0
B0006,35,101,24,1.8185396073994429,3.5297688311332673,2.3194299432177345,4.184171356892756,30.761533072057244,36.98024266357476,3368.187
B0006,36,105,24,1.8134770059567056,3.5300676840423306,2.3401731734980076,4.186779863144672,31.30305692941581,37.598741245467004,3368.266
B0006,37,109,24,1.7971018450305436,3.5248882875629555,2.3829603510808774,4.186482965601712,31.06432144678013,37.33680914521836,3358.719
B0006,38,113,24,1.7810046294120476,3.5190926887152725,2.351855540704836,4.184741677172267,30.96654665282149,37.39499820465976,3339.5
B0006,39,117,24,1.7710130422682329,3.5151810230271,2.3535104841115886,4.186114015167315,30.826455697992966,37.35233964342659,3331.265
B0006,40,121,24,1.7604712448170943,3.514029112834162,2.3948058223938364,4.186378094589789,31.080769482413952,37.58677381866742,3321.188
B0006,41,125,24,1.7502913788006587,3.514139684003936,2.4418858444380294,4.185742966026202,31.694287817425337,38.207044569893476,3321.844
B0006,42,129,24,1.7394925037732578,3.509578354212467,2.391848815367812,4.1849954235358595,31.875581783696685,38.340431886092745,3311.828
B0006,43,133,24,1.7546766553637203,3.5110708693292705,2.3166154227865463,4.175622772952551,31.543288143901563,38.521539672721865,3327.391
B0006,44,135,24,1.7659390941842175,3.5159179315855056,2.4110989960643794,4.191704957733779,31.420983409991024,38.03707160241571,3312.078
